state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,month,year,quarter
Punjab,Mansa,Mansa,capsicum,Capsicum,2019-03-04,2300,3000,2800,3,2019,1
Punjab,Mansa,Mansa,carrot,Carrot,2019-03-04,400,500,500,3,2019,1
Punjab,Mansa,Mansa,cauliflower,Cauliflower,2019-03-04,600,800,700,3,2019,1
Punjab,Mansa,Mansa,cotton,American,2019-03-04,5200,5445,5390,3,2019,1
Punjab,Mansa,Mansa,cucumbar(kheera),Cucumbar,2019-03-04,1200,2800,1800,3,2019,1
Punjab,Mansa,Mansa,grapes,Black,2019-03-04,6500,7500,7000,3,2019,1
Punjab,Mansa,Mansa,grapes,Green,2019-03-04,4000,5000,4500,3,2019,1
Punjab,Mansa,Mansa,green chilli,Green Chilly,2019-03-04,2500,4000,3000,3,2019,1
Punjab,Mansa,Mansa,kinnow,Kinnow,2019-03-04,1200,1700,1500,3,2019,1
Punjab,Mansa,Mansa,onion,Nasik,2019-03-04,1000,1300,1200,3,2019,1
Punjab,Mansa,Mansa,peas cod,Peas cod,2019-03-04,1000,1500,1200,3,2019,1
Punjab,Mansa,Mansa,potato,Potato,2019-03-04,380,600,520,3,2019,1
Punjab,Mansa,Mansa,tomato,Tomato,2019-03-04,1800,2500,2200,3,2019,1
Punjab,Muktsar,Malout,apple,Apple,2019-03-04,3500,7000,5500,3,2019,1
Punjab,Muktsar,Malout,banana,Banana - Ripe,2019-03-04,1500,2500,1800,3,2019,1
Punjab,Muktsar,Malout,brinjal,Round/Long,2019-03-04,1200,1500,1300,3,2019,1
Punjab,Muktsar,Malout,cabbage,Cabbage,2019-03-04,300,500,400,3,2019,1
Punjab,Muktsar,Malout,carrot,Carrot,2019-03-04,400,600,500,3,2019,1
Punjab,Muktsar,Malout,cauliflower,Cauliflower,2019-03-04,400,700,500,3,2019,1
Punjab,Muktsar,Malout,chikoos(sapota),Sapota,2019-03-04,2500,3500,3000,3,2019,1
Punjab,Muktsar,Malout,cotton,Other,2019-03-04,5400,5515,5500,3,2019,1
Punjab,Muktsar,Malout,cucumbar(kheera),Cucumbar,2019-03-04,2500,4000,3500,3,2019,1
Punjab,Muktsar,Malout,ginger(green),Green Ginger,2019-03-04,7000,8500,7500,3,2019,1
Punjab,Muktsar,Malout,gram raw(chholia),Other,2019-03-04,500,1500,1000,3,2019,1
Punjab,Muktsar,Malout,grapes,Black,2019-03-04,8000,9000,8500,3,2019,1
Punjab,Muktsar,Malout,grapes,Green,2019-03-04,4000,5000,4500,3,2019,1
Punjab,Muktsar,Malout,green chilli,Green Chilly,2019-03-04,800,3500,2000,3,2019,1
Punjab,Muktsar,Malout,guava,Guava,2019-03-04,2000,2500,2200,3,2019,1
Punjab,Muktsar,Malout,kinnow,Kinnow,2019-03-04,1000,1500,1200,3,2019,1
Punjab,Muktsar,Malout,onion,Onion,2019-03-04,600,800,700,3,2019,1
Punjab,Muktsar,Malout,onion green,Onion Green,2019-03-04,1000,1500,1200,3,2019,1
Punjab,Muktsar,Malout,peas cod,Other,2019-03-04,1000,1500,1200,3,2019,1
Punjab,Muktsar,Malout,pineapple,Pine Apple,2019-03-04,3000,4500,4000,3,2019,1
Punjab,Muktsar,Malout,pomegranate,Pomogranate,2019-03-04,4500,7000,6500,3,2019,1
Punjab,Muktsar,Malout,potato,Potato,2019-03-04,500,600,550,3,2019,1
Punjab,Muktsar,Malout,raddish,Raddish,2019-03-04,400,600,500,3,2019,1
Punjab,Muktsar,Malout,spinach,Spinach,2019-03-04,500,800,600,3,2019,1
Punjab,Muktsar,Malout,tomato,Tomato,2019-03-04,1800,2200,2000,3,2019,1
Punjab,Patiala,Ghanaur,brinjal,Other,2019-03-04,1500,1500,1500,3,2019,1
Punjab,Patiala,Ghanaur,onion,Other,2019-03-04,800,1000,1000,3,2019,1
Punjab,Patiala,Rajpura,carrot,Other,2019-03-04,500,700,600,3,2019,1
Punjab,Patiala,Rajpura,cauliflower,Cauliflower,2019-03-04,400,600,500,3,2019,1
Punjab,Patiala,Rajpura,ginger(green),Other,2019-03-04,5000,6000,5500,3,2019,1
Punjab,Patiala,Rajpura,green chilli,Other,2019-03-04,2000,3000,2500,3,2019,1
Punjab,Patiala,Rajpura,onion,Local,2019-03-04,700,1000,850,3,2019,1
Punjab,Patiala,Rajpura,peas wet,Peas Wet,2019-03-04,700,1000,850,3,2019,1
Punjab,Patiala,Rajpura,potato,Other,2019-03-04,200,500,350,3,2019,1
Punjab,Patiala,Rajpura,tomato,Local,2019-03-04,1000,1400,1200,3,2019,1
Punjab,Ropar (Rupnagar),Morinda,carrot,Other,2019-03-04,700,850,760,3,2019,1
Punjab,Ropar (Rupnagar),Morinda,cucumbar(kheera),Cucumbar,2019-03-04,1300,1500,1400,3,2019,1
Punjab,Ropar (Rupnagar),Morinda,ginger(green),Other,2019-03-04,7700,7800,7730,3,2019,1
Punjab,Ropar (Rupnagar),Morinda,green chilli,Other,2019-03-04,2600,2750,2640,3,2019,1
Punjab,Ropar (Rupnagar),Morinda,onion,Other,2019-03-04,1000,1100,1020,3,2019,1
Punjab,Ropar (Rupnagar),Morinda,peas wet,Other,2019-03-04,1200,1400,1330,3,2019,1
Punjab,Ropar (Rupnagar),Morinda,raddish,Other,2019-03-04,500,650,550,3,2019,1
Punjab,Ropar (Rupnagar),Morinda,tomato,Deshi,2019-03-04,1500,1500,1500,3,2019,1
Punjab,Tarntaran,Harike,carrot,Carrot,2019-03-04,500,500,500,3,2019,1
Punjab,Tarntaran,Harike,cauliflower,Cauliflower,2019-03-04,400,500,400,3,2019,1
Punjab,Tarntaran,Harike,coriander(leaves),Coriander,2019-03-04,400,500,400,3,2019,1
Punjab,Tarntaran,Harike,peas wet,Peas Wet,2019-03-04,700,800,700,3,2019,1
Punjab,Tarntaran,Harike,raddish,Raddish,2019-03-04,300,400,400,3,2019,1
Punjab,Tarntaran,Harike,squash(chappal kadoo),Squash(Chappal Kadoo),2019-03-04,1400,1500,1400,3,2019,1
Punjab,Tarntaran,Patti,apple,Other,2019-03-04,5000,6000,5500,3,2019,1
Punjab,Tarntaran,Patti,banana,Other,2019-03-04,800,1000,900,3,2019,1
Punjab,Tarntaran,Patti,brinjal,Other,2019-03-04,800,1000,900,3,2019,1
Punjab,Tarntaran,Patti,capsicum,Other,2019-03-04,2000,2200,2100,3,2019,1
Punjab,Tarntaran,Patti,carrot,Other,2019-03-04,600,800,700,3,2019,1
Punjab,Tarntaran,Patti,cauliflower,Other,2019-03-04,500,530,520,3,2019,1
Punjab,Tarntaran,Patti,coriander(leaves),Other,2019-03-04,100,150,120,3,2019,1
Punjab,Tarntaran,Patti,cucumbar(kheera),Other,2019-03-04,1500,2000,1800,3,2019,1
Punjab,Tarntaran,Patti,garlic,Other,2019-03-04,2000,2500,2200,3,2019,1
Punjab,Tarntaran,Patti,ginger(dry),Other,2019-03-04,6000,7000,6500,3,2019,1
Punjab,Tarntaran,Patti,green chilli,Other,2019-03-04,1200,1600,1400,3,2019,1
Punjab,Tarntaran,Patti,guava,Other,2019-03-04,1800,2200,2000,3,2019,1
Punjab,Tarntaran,Patti,kinnow,Other,2019-03-04,800,1000,900,3,2019,1
Punjab,Tarntaran,Patti,leafy vegetable,Other,2019-03-04,300,400,320,3,2019,1
Punjab,Tarntaran,Patti,onion,Other,2019-03-04,800,1000,900,3,2019,1
Punjab,Tarntaran,Patti,papaya,Other,2019-03-04,1000,1500,1200,3,2019,1
Punjab,Tarntaran,Patti,peas wet,Other,2019-03-04,900,1200,1000,3,2019,1
Punjab,Tarntaran,Patti,potato,Other,2019-03-04,500,700,600,3,2019,1
Punjab,Tarntaran,Patti,raddish,Other,2019-03-04,300,400,350,3,2019,1
Punjab,Tarntaran,Patti,spinach,Other,2019-03-04,300,430,400,3,2019,1
Punjab,Tarntaran,Patti,tomato,Other,2019-03-04,1000,1800,1500,3,2019,1
Rajasthan,Baran,Anta,mustard,Other,2019-03-04,3316,3570,3443,3,2019,1
Rajasthan,Barmer,Barmer,guar seed(cluster beans seed),Other,2019-03-04,4050,4150,4100,3,2019,1
Rajasthan,Barmer,Barmer,moath dal,Other,2019-03-04,4300,4400,4350,3,2019,1
Rajasthan,Bikaner,Lunkaransar,guar,Other,2019-03-04,3990,4050,4020,3,2019,1
Rajasthan,Bikaner,Lunkaransar,moath dal,Other,2019-03-04,4250,4320,4285,3,2019,1
Rajasthan,Chittorgarh,Begu,wheat,Other,2019-03-04,1650,1990,1750,3,2019,1
Rajasthan,Jalore,Jalore,banana,Banana - Ripe,2019-03-04,1800,2000,1900,3,2019,1
Rajasthan,Jalore,Jalore,okra,Other,2019-03-04,3800,4000,3900,3,2019,1
Rajasthan,Jalore,Jalore,bottle gourd,Other,2019-03-04,1000,1200,1100,3,2019,1
Rajasthan,Jalore,Jalore,cabbage,Other,2019-03-04,800,1000,900,3,2019,1
Rajasthan,Jalore,Jalore,capsicum,Other,2019-03-04,2300,2500,2400,3,2019,1
Rajasthan,Jalore,Jalore,carrot,Other,2019-03-04,800,1000,900,3,2019,1
Rajasthan,Jalore,Jalore,cauliflower,Other,2019-03-04,1000,1200,1100,3,2019,1
Rajasthan,Jalore,Jalore,cucumbar(kheera),Other,2019-03-04,2300,2500,2400,3,2019,1
Rajasthan,Jalore,Jalore,ginger(green),Other,2019-03-04,5800,6000,5900,3,2019,1
Rajasthan,Jalore,Jalore,grapes,Green,2019-03-04,3300,3500,3400,3,2019,1
Rajasthan,Jalore,Jalore,green chilli,Other,2019-03-04,4300,4500,4400,3,2019,1
Rajasthan,Jalore,Jalore,lemon,Other,2019-03-04,2300,2500,2400,3,2019,1
Rajasthan,Jalore,Jalore,onion,Other,2019-03-04,600,800,700,3,2019,1
Rajasthan,Jalore,Jalore,papaya,Other,2019-03-04,1300,1500,1400,3,2019,1
Rajasthan,Jalore,Jalore,pomegranate,Other,2019-03-04,1400,1600,1500,3,2019,1
Rajasthan,Jalore,Jalore,tomato,Other,2019-03-04,1400,1600,1500,3,2019,1
Rajasthan,Jhalawar,Khanpur,mustard,Other,2019-03-04,2549,3613,3613,3,2019,1
Rajasthan,Jhalawar,Khanpur,soyabean,Other,2019-03-04,3500,3525,3525,3,2019,1
Rajasthan,Jhalawar,Khanpur,wheat,Other,2019-03-04,1950,1975,1975,3,2019,1
Rajasthan,Kota,Itawa,chickpea,999,2019-03-04,3550,3550,3550,3,2019,1
Rajasthan,Kota,Itawa,corriander seed,Other,2019-03-04,4152,4152,4152,3,2019,1
Rajasthan,Kota,Itawa,mustard,Other,2019-03-04,2786,3471,3128,3,2019,1
Rajasthan,Kota,Itawa,soyabean,Other,2019-03-04,3615,3615,3615,3,2019,1
Rajasthan,Kota,Itawa,wheat,Other,2019-03-04,1915,1915,1915,3,2019,1
Rajasthan,Sikar,Sri Madhopur,bajra(pearl millet/cumbu),Other,2019-03-04,1700,1925,1812,3,2019,1
Rajasthan,Sikar,Sri Madhopur,chickpea,Other,2019-03-04,3400,3400,3400,3,2019,1
Rajasthan,Sikar,Sri Madhopur,ground nut seed,Other,2019-03-04,3500,3500,3500,3,2019,1
Rajasthan,Sikar,Sri Madhopur,guar seed(cluster beans seed),Other,2019-03-04,3850,3900,3875,3,2019,1
Rajasthan,Sikar,Surajgarh,guar,Other,2019-03-04,4050,4050,4050,3,2019,1
Rajasthan,Tonk,Deoli,bajra(pearl millet/cumbu),Other,2019-03-04,1740,1740,1740,3,2019,1
Rajasthan,Tonk,Deoli,maize,Other,2019-03-04,1875,1875,1875,3,2019,1
Rajasthan,Tonk,Deoli,mustard,Other,2019-03-04,2900,3800,3350,3,2019,1
Rajasthan,Tonk,Deoli,taramira,Other,2019-03-04,3111,3401,3256,3,2019,1
Rajasthan,Tonk,Deoli,wheat,Other,2019-03-04,1835,1920,1878,3,2019,1
Rajasthan,Tonk,Uniyara,black gram (urd beans)(whole),Other,2019-03-04,2650,2750,2700,3,2019,1
Tamil Nadu,Coimbatore,Anaimalai,coconut,Other,2019-03-04,2800,3000,2900,3,2019,1
Tamil Nadu,Coimbatore,Annur,tobacco,Other,2019-03-04,3000,3200,3100,3,2019,1
Tamil Nadu,Coimbatore,Coimbatore,turmeric,Bulb,2019-03-04,5800,7200,6300,3,2019,1
Tamil Nadu,Coimbatore,Karamadai,coconut,Other,2019-03-04,2000,3000,2500,3,2019,1
Tamil Nadu,Coimbatore,Madathukulam,coconut,Coconut,2019-03-04,3050,3150,3100,3,2019,1
Tamil Nadu,Coimbatore,Madathukulam,copra,Ball,2019-03-04,10250,10300,10275,3,2019,1
Tamil Nadu,Coimbatore,Madathukulam,maize,Other,2019-03-04,1900,1950,1925,3,2019,1
Tamil Nadu,Coimbatore,Madathukulam,paddy(dhan)(common),Other,2019-03-04,1680,1720,1700,3,2019,1
Tamil Nadu,Coimbatore,Negamam,coconut,Other,2019-03-04,3100,3200,3150,3,2019,1
Tamil Nadu,Coimbatore,Palladam,coconut,Other,2019-03-04,2040,2240,2140,3,2019,1
Tamil Nadu,Coimbatore,Pethappampatti,copra,Copra,2019-03-04,9000,10000,9500,3,2019,1
Tamil Nadu,Coimbatore,Pethappampatti,maize,Yellow,2019-03-04,1800,1950,1850,3,2019,1
Tamil Nadu,Coimbatore,Pollachi,coconut,Other,2019-03-04,2600,2900,2720,3,2019,1
Tamil Nadu,Coimbatore,Pongalur,coconut,Other,2019-03-04,2100,2700,2400,3,2019,1
Tamil Nadu,Coimbatore,Pudupalayam,coconut,Coconut,2019-03-04,2170,2370,2270,3,2019,1
Tamil Nadu,Coimbatore,Senjeri,coconut,Coconut,2019-03-04,2700,2900,2800,3,2019,1
Tamil Nadu,Coimbatore,Sevur,groundnut,DMV-7,2019-03-04,5000,5340,5100,3,2019,1
Tamil Nadu,Coimbatore,Thondamuthur,coconut,Other,2019-03-04,2700,2900,2800,3,2019,1
Tamil Nadu,Coimbatore,Udumalpet,coconut,Other,2019-03-04,2700,2800,2750,3,2019,1
Tamil Nadu,Coimbatore,Udumalpet,copra,other,2019-03-04,8900,10250,9350,3,2019,1
Tamil Nadu,Coimbatore,Udumalpet,maize,Hybrid Red (Cattle Feed),2019-03-04,1800,1900,1850,3,2019,1
Tamil Nadu,Cuddalore,Cuddalore,black gram (urd beans)(whole),Black Gram (Whole),2019-03-04,4559,4789,4789,3,2019,1
Tamil Nadu,Cuddalore,Cuddalore,groundnut,Other,2019-03-04,6036,7361,7034,3,2019,1
Tamil Nadu,Cuddalore,Cuddalore,paddy(dhan)(common),B P T,2019-03-04,1344,1555,1500,3,2019,1
Tamil Nadu,Cuddalore,Cuddalore,paddy(dhan)(common),Other,2019-03-04,1616,1616,1616,3,2019,1
Tamil Nadu,Cuddalore,Cuddalore,paddy(dhan)(common),Pommani,2019-03-04,1407,1407,1407,3,2019,1
Tamil Nadu,Cuddalore,Kurinchipadi,black gram (urd beans)(whole),Black Gram (Whole),2019-03-04,4606,4806,4706,3,2019,1
Tamil Nadu,Cuddalore,Kurinchipadi,groundnut,Other,2019-03-04,6861,7240,7036,3,2019,1
Tamil Nadu,Dharmapuri,Dharampuri,tamarind fruit,Chapathi,2019-03-04,4000,7500,6000,3,2019,1
Tamil Nadu,Dharmapuri,Palakode,coconut seed,Other,2019-03-04,1000,1500,1200,3,2019,1
Tamil Nadu,Dharmapuri,Papparapatti,cotton,Other,2019-03-04,5200,5700,5600,3,2019,1
Tamil Nadu,Dharmapuri,Papparapatti,tamarind fruit,Chapathi,2019-03-04,4000,6800,5900,3,2019,1
Tamil Nadu,Dharmapuri,Pappireddipatti,coconut seed,Other,2019-03-04,1000,1500,1200,3,2019,1
Tamil Nadu,Dharmapuri,Pennagaram,groundnut,Other,2019-03-04,4900,5200,5000,3,2019,1
Tamil Nadu,Dindigul,Gopalpatti,coconut,Medium,2019-03-04,1100,2100,1600,3,2019,1
Tamil Nadu,Dindigul,Gopalpatti,maize,Medium,2019-03-04,1500,1700,1600,3,2019,1
Tamil Nadu,Dindigul,Palani,coconut,Coconut,2019-03-04,1500,1800,1650,3,2019,1
Tamil Nadu,Erode,Dharapuram,coconut,Big,2019-03-04,2505,3275,3000,3,2019,1
Tamil Nadu,Erode,Elumathur,coconut,Other,2019-03-04,2535,3410,2870,3,2019,1
Tamil Nadu,Erode,Kodumudi,coconut,Other,2019-03-04,2635,3000,2935,3,2019,1
Tamil Nadu,Erode,Kodumudi,copra,other,2019-03-04,9605,10205,10195,3,2019,1
Tamil Nadu,Erode,Kodumudi,"sesamum(sesame,gingelly,til)",Black,2019-03-04,11300,14677,14509,3,2019,1
Tamil Nadu,Erode,Kodumudi,"sesamum(sesame,gingelly,til)",Red,2019-03-04,10249,11791,11681,3,2019,1
Tamil Nadu,Erode,Kunnathur,coconut,Coconut,2019-03-04,2500,2600,2530,3,2019,1
Tamil Nadu,Erode,Muthur,coconut,Coconut,2019-03-04,2505,3275,3225,3,2019,1
Tamil Nadu,Erode,Vellakkoil,copra,Copra,2019-03-04,5305,10915,8845,3,2019,1
Tamil Nadu,Kancheepuram,Acharapakkam,paddy(dhan)(common),ADT 37,2019-03-04,1350,1480,1420,3,2019,1
Tamil Nadu,Kancheepuram,Chengalpattu,paddy(dhan)(common),ADT 37,2019-03-04,1427,1692,1560,3,2019,1
Tamil Nadu,Kancheepuram,Gummidipoondy,paddy(dhan)(common),ADT 37,2019-03-04,1450,1750,1550,3,2019,1
Tamil Nadu,Kancheepuram,Kanchipuram,paddy(dhan)(common),ADT 37,2019-03-04,1220,1410,1350,3,2019,1
Tamil Nadu,Kancheepuram,Maduranthagam,paddy(dhan)(common),ADT 37,2019-03-04,1360,1480,1420,3,2019,1
Tamil Nadu,Kancheepuram,Pallipattu,paddy(dhan)(common),ADT 37,2019-03-04,1427,1692,1560,3,2019,1
Tamil Nadu,Kancheepuram,Ponner,paddy(dhan)(common),ADT 43,2019-03-04,1450,1750,1550,3,2019,1
Tamil Nadu,Kancheepuram,Sunguvarchatram,paddy(dhan)(common),ADT 37,2019-03-04,1427,1692,1560,3,2019,1
Tamil Nadu,Kancheepuram,Uthiramerur,paddy(dhan)(common),ADT 37,2019-03-04,1400,1407,1404,3,2019,1
Tamil Nadu,Krishnagiri,Bargur,coconut seed,Other,2019-03-04,1500,1950,1800,3,2019,1
Tamil Nadu,Krishnagiri,Pochampalli,coconut seed,Other,2019-03-04,1500,2100,1950,3,2019,1
Tamil Nadu,Krishnagiri,Uthangarai,coconut seed,Other,2019-03-04,1500,2100,1950,3,2019,1
Tamil Nadu,Krishnagiri,Uthangarai,cotton,Other,2019-03-04,5200,6200,5700,3,2019,1
Tamil Nadu,Madurai,Melur,coconut,Medium,2019-03-04,1350,2150,1750,3,2019,1
Tamil Nadu,Madurai,Melur,paddy(dhan)(common),ADT 36,2019-03-04,1790,1850,1820,3,2019,1
Tamil Nadu,Madurai,Melur,paddy(dhan)(common),ADT 43,2019-03-04,1810,1870,1840,3,2019,1
Tamil Nadu,Madurai,Melur,"sesamum(sesame,gingelly,til)",Black,2019-03-04,6200,8000,7100,3,2019,1
Tamil Nadu,Madurai,Thirumangalam,cotton,MCU 5,2019-03-04,4200,4300,4250,3,2019,1
Tamil Nadu,Madurai,Thirumangalam,cotton,Other,2019-03-04,3950,4080,4000,3,2019,1
Tamil Nadu,Madurai,Thirumangalam,jowar(sorghum),Red,2019-03-04,2100,2200,2150,3,2019,1
Tamil Nadu,Madurai,Thirumangalam,paddy(dhan)(common),ADT 43,2019-03-04,1800,1900,1850,3,2019,1
Tamil Nadu,Madurai,Thirumangalam,paddy(dhan)(common),Ponni,2019-03-04,2400,2500,2450,3,2019,1
Tamil Nadu,Nagercoil (Kannyiakumari),Kalliakavillai,cashewnuts,Local(Raw),2019-03-04,9500,11500,10500,3,2019,1
Tamil Nadu,Namakkal,Namagiripettai,turmeric,Bulb,2019-03-04,5050,6050,5740,3,2019,1
Tamil Nadu,Namakkal,Namagiripettai,turmeric,Finger,2019-03-04,6500,7500,6800,3,2019,1
Tamil Nadu,Namakkal,Namakkal,copra,Ball,2019-03-04,8100,8700,8400,3,2019,1
Tamil Nadu,Namakkal,Rasipuram,copra,other,2019-03-04,8500,10400,9450,3,2019,1
Tamil Nadu,Namakkal,Tiruchengode,turmeric,Bulb,2019-03-04,6712,7288,6950,3,2019,1
Tamil Nadu,Namakkal,Tiruchengode,turmeric,Finger,2019-03-04,7412,8609,8000,3,2019,1
Tamil Nadu,Namakkal,Velur,coconut,Other,2019-03-04,2200,2500,2350,3,2019,1
Tamil Nadu,Ramanathapuram,Sivagangai,paddy(dhan)(common),ADT 36,2019-03-04,1780,1830,1810,3,2019,1
Tamil Nadu,Salem,Attur,copra,Ball,2019-03-04,9400,10300,9700,3,2019,1
Tamil Nadu,Salem,Attur,tapioca,Other,2019-03-04,210,230,220,3,2019,1
Tamil Nadu,Salem,Gangavalli,cotton,Other,2019-03-04,5600,5700,5650,3,2019,1
Tamil Nadu,Salem,Karumanturai,coconut,Other,2019-03-04,1980,2440,2210,3,2019,1
Tamil Nadu,Salem,Kolathur,cotton,Other,2019-03-04,4600,5000,4800,3,2019,1
Tamil Nadu,Salem,Konganapuram,cotton,Other,2019-03-04,5000,5400,5200,3,2019,1
Tamil Nadu,Salem,Omalur,coconut,Other,2019-03-04,1160,1400,1280,3,2019,1
Tamil Nadu,Salem,Salem,turmeric,Finger,2019-03-04,6940,7395,7120,3,2019,1
Tamil Nadu,Salem,Thalaivasal,maize,Other,2019-03-04,1790,1880,1840,3,2019,1
Tamil Nadu,Salem,Thammampati,cotton,GCH,2019-03-04,5600,5650,5625,3,2019,1
Tamil Nadu,Salem,Vazhapadi,coconut,Other,2019-03-04,2080,2540,2310,3,2019,1
Tamil Nadu,Sivaganga,Singampuneri,coconut,Other,2019-03-04,800,1200,950,3,2019,1
Tamil Nadu,Thanjavur,Budalur,paddy(dhan)(common),B P T,2019-03-04,1900,2100,2000,3,2019,1
Tamil Nadu,Thanjavur,Kumbakonam,paddy(dhan)(common),B P T,2019-03-04,1750,1800,1780,3,2019,1
Tamil Nadu,Thanjavur,Orathanadu,paddy(dhan)(common),B P T,2019-03-04,1750,1800,1780,3,2019,1
Tamil Nadu,Thanjavur,Papanasam,paddy(dhan)(common),1001,2019-03-04,1750,1800,1780,3,2019,1
Tamil Nadu,Thanjavur,Thanjavur,paddy(dhan)(common),B P T,2019-03-04,2200,2300,2250,3,2019,1
Tamil Nadu,Thanjavur,Thiruppananthal,paddy(dhan)(common),Paddy,2019-03-04,1800,1900,1850,3,2019,1
Tamil Nadu,Thanjavur,Vallam,paddy(dhan)(common),B P T,2019-03-04,1900,2000,1950,3,2019,1
Tamil Nadu,Thiruvannamalai,Cheyyar,groundnut,Other,2019-03-04,6203,6703,6620,3,2019,1
Tamil Nadu,Thiruvannamalai,Cheyyar,paddy(dhan)(common),ADT 37,2019-03-04,1258,1449,1356,3,2019,1
Tamil Nadu,Thiruvannamalai,Cheyyar,paddy(dhan)(common),Other,2019-03-04,1286,1509,1448,3,2019,1
Tamil Nadu,Vellore,Ammoor,paddy(dhan)(common),ADT 36,2019-03-04,1385,1467,1426,3,2019,1
Tamil Nadu,Vellore,Ammoor,paddy(dhan)(common),ADT 37,2019-03-04,1140,1455,1298,3,2019,1
Tamil Nadu,Vellore,Ammoor,paddy(dhan)(common),Other,2019-03-04,1448,1521,1485,3,2019,1
Tamil Nadu,Vellore,Kalavai,paddy(dhan)(common),ADT 37,2019-03-04,1453,1453,1453,3,2019,1
Tamil Nadu,Vellore,Kalavai,paddy(dhan)(common),Super Ponni,2019-03-04,1406,1453,1430,3,2019,1
Tamil Nadu,Vellore,Vellore,black gram (urd beans)(whole),Other,2019-03-04,4315,4815,4715,3,2019,1
Tamil Nadu,Vellore,Vellore,copra,Copra,2019-03-04,7030,9600,9300,3,2019,1
Tamil Nadu,Vellore,Vellore,cowpea (lobia/karamani),Other,2019-03-04,4350,4550,4550,3,2019,1
Tamil Nadu,Vellore,Vellore,groundnut,Other,2019-03-04,7013,7752,7361,3,2019,1
Tamil Nadu,Vellore,Vellore,kulthi(horse gram),Other,2019-03-04,2189,3002,2881,3,2019,1
Tamil Nadu,Vellore,Vellore,maize,Other,2019-03-04,1589,2210,2210,3,2019,1
Tamil Nadu,Vellore,Vellore,paddy(dhan)(common),ADT 37,2019-03-04,1092,1492,1400,3,2019,1
Tamil Nadu,Vellore,Vellore,paddy(dhan)(common),Other,2019-03-04,1652,1652,1652,3,2019,1
Tamil Nadu,Vellore,Vellore,ragi (finger millet),Other,2019-03-04,2089,2661,2640,3,2019,1
Tamil Nadu,Vellore,Vellore,tamarind fruit,Other,2019-03-04,10100,10100,10100,3,2019,1
Tamil Nadu,Villupuram,Avalurpet,black gram (urd beans)(whole),Other,2019-03-04,4569,4892,4792,3,2019,1
Tamil Nadu,Villupuram,Avalurpet,green gram (moong)(whole),Other,2019-03-04,4412,7079,5062,3,2019,1
Tamil Nadu,Villupuram,Avalurpet,groundnut,Other,2019-03-04,5786,7111,6961,3,2019,1
Tamil Nadu,Villupuram,Avalurpet,paddy(dhan)(common),ADT 37,2019-03-04,1400,1507,1453,3,2019,1
Tamil Nadu,Villupuram,Avalurpet,paddy(dhan)(common),Ponni,2019-03-04,1772,2265,2019,3,2019,1
Tamil Nadu,Villupuram,Chinnasalem,black gram (urd beans)(whole),Other,2019-03-04,4870,4870,4870,3,2019,1
Tamil Nadu,Villupuram,Chinnasalem,maize,Other,2019-03-04,1867,2009,1900,3,2019,1
Tamil Nadu,Villupuram,Chinnasalem,"sesamum(sesame,gingelly,til)",Other,2019-03-04,9300,9400,9350,3,2019,1
Tamil Nadu,Villupuram,Gingee,black gram (urd beans)(whole),Other,2019-03-04,4809,4839,4824,3,2019,1
Tamil Nadu,Villupuram,Gingee,cotton,RCH-2,2019-03-04,4250,4939,4595,3,2019,1
Tamil Nadu,Villupuram,Gingee,green gram (moong)(whole),Other,2019-03-04,5080,5199,5140,3,2019,1
Tamil Nadu,Villupuram,Gingee,groundnut,Other,2019-03-04,6336,6711,6524,3,2019,1
Tamil Nadu,Villupuram,Gingee,paddy(dhan)(common),B P T,2019-03-04,1673,1827,1700,3,2019,1
Tamil Nadu,Villupuram,Gingee,paddy(dhan)(common),Ponni,2019-03-04,2200,2812,2506,3,2019,1
Tamil Nadu,Villupuram,Gingee,paddy(dhan)(common),TKM 9,2019-03-04,1336,1565,1451,3,2019,1
Tamil Nadu,Villupuram,Gingee,ragi (finger millet),Other,2019-03-04,2400,2439,2420,3,2019,1
Tamil Nadu,Villupuram,Gingee,"sesamum(sesame,gingelly,til)",95/5,2019-03-04,10799,11299,11049,3,2019,1
Tamil Nadu,Villupuram,Gingee,t.v. cumbu,Other,2019-03-04,1851,1851,1851,3,2019,1
Tamil Nadu,Villupuram,Kallakurichi,black gram (urd beans)(whole),Other,2019-03-04,4769,5013,4866,3,2019,1
Tamil Nadu,Villupuram,Kallakurichi,gingelly oil,Other,2019-03-04,7999,11561,10649,3,2019,1
Tamil Nadu,Villupuram,Kallakurichi,green gram (moong)(whole),Other,2019-03-04,4199,4599,4302,3,2019,1
Tamil Nadu,Villupuram,Kallakurichi,groundnut,Other,2019-03-04,6886,6886,6886,3,2019,1
Tamil Nadu,Villupuram,Kallakurichi,kodo millet(varagu),Other,2019-03-04,1989,1989,1989,3,2019,1
Tamil Nadu,Villupuram,Kallakurichi,maize,Other,2019-03-04,1509,1999,1849,3,2019,1
Tamil Nadu,Villupuram,Kallakurichi,ragi (finger millet),Other,2019-03-04,2599,2599,2599,3,2019,1
Tamil Nadu,Villupuram,Kallakurichi,t.v. cumbu,Other,2019-03-04,1910,2112,2029,3,2019,1
Tamil Nadu,Villupuram,Manalurpet,black gram (urd beans)(whole),Other,2019-03-04,4769,4852,4811,3,2019,1
